Região,Código da Região,Unidade da Federação,Sigla da Unidade da Federação,Código da Unidade da Federação,Município,Código do Múnicipio,Está em Uma Capital,pk_localização_geográfica
Nordeste,2,CearÃ¡,CE,23,EusÃ©bio,2304285,Não está na capital,759
Norte,1,Amazonas,AM,13,Itacoatiara,1301902,Não está na capital,760
Norte,1,Amazonas,AM,13,Coari,1301209,Não está na capital,761
Norte,1,Amazonas,AM,13,Parintins,1303403,Não está na capital,762
Norte,1,Amazonas,AM,13,TefÃ©,1304203,Não está na capital,763
Sudeste,3,Rio de Janeiro,RJ,33,SÃ£o JoÃ£o de Meriti,3305109,Não está na capital,764
Nordeste,2,PiauÃ­,PI,22,UruÃ§uÃ­,2211209,Não está na capital,765
Nordeste,2,CearÃ¡,CE,23,Camocim,2302602,Não está na capital,766
Sul,4,ParanÃ¡,PR,41,Irati,4110706,Não está na capital,767
Nordeste,2,CearÃ¡,CE,23,Parambu,2310308,Não está na capital,768
Nordeste,2,Alagoas,AL,27,Cacimbinhas,2701209,Não está na capital,769
Centro-Oeste,5,Mato Grosso,MT,51,Cuiab ,5103403,Está na capital,770
Centro-Oeste,5,Distrito Federal,DF,53,Bras lia,5300108,Está na capital,771
Nordeste,2,Sergipe,SE,28,S o Crist v o,2806701,Não está na capital,772
Nordeste,2,Piau ,PI,22,Teresina,2211001,Está na capital,773
Sudeste,3,S o Paulo,SP,35,S o Carlos,3548906,Não está na capital,774
Sudeste,3,Minas Gerais,MG,31,Vi osa,3171303,Não está na capital,775
Sul,4,Paran ,PR,41,Londrina,4113700,Não está na capital,776
Sul,4,Paran ,PR,41,Curitiba,4106902,Está na capital,777
Sul,4,Rio Grande do Sul,RS,43,S o Leopoldo,4318705,Não está na capital,778
Sudeste,3,Rio de Janeiro,RJ,33,Petr polis,3303906,Não está na capital,779
Sudeste,3,Minas Gerais,MG,31,Uberl ndia,3170206,Não está na capital,780
Sudeste,3,S o Paulo,SP,35,Campinas,3509502,Não está na capital,781
Sudeste,3,S o Paulo,SP,35,S o Paulo,3550308,Está na capital,782
Nordeste,2,Bahia,BA,29,Ilh us,2913606,Não está na capital,783
Sudeste,3,Minas Gerais,MG,31,Tr s Cora  es,3169307,Não está na capital,784
Nordeste,2,Cear ,CE,23,Fortaleza,2304400,Está na capital,785
Nordeste,2,Alagoas,AL,27,Macei ,2704302,Está na capital,786
Sudeste,3,S o Paulo,SP,35,Sorocaba,3552205,Não está na capital,787
Sudeste,3,S o Paulo,SP,35,Americana,3501608,Não está na capital,788
Sudeste,3,S o Paulo,SP,35,Santos,3548500,Não está na capital,789
Sudeste,3,S o Paulo,SP,35,Ja ,3525300,Não está na capital,790
Norte,1,Par ,PA,15,Bel m,1501402,Está na capital,791
Sul,4,Santa Catarina,SC,42,Florian polis,4205407,Está na capital,792
Centro-Oeste,5,Goi s,GO,52,An polis,5201108,Não está na capital,793
Sul,4,Paran ,PR,41,Maring ,4115200,Não está na capital,794
Sudeste,3,S o Paulo,SP,35,S o Bernardo do Campo,3548708,Não está na capital,795
Sudeste,3,S o Paulo,SP,35,Franca,3516200,Não está na capital,796
Sudeste,3,S o Paulo,SP,35,Piracicaba,3538709,Não está na capital,797
Sudeste,3,S o Paulo,SP,35,Pen polis,3537305,Não está na capital,798
Nordeste,2,Rio Grande do Norte,RN,24,Mossor ,2408003,Não está na capital,799
Sudeste,3,S o Paulo,SP,35,S o Jos  do Rio Pardo,3549706,Não está na capital,800
Sudeste,3,Esp rito Santo,ES,32,Alegre,3200201,Não está na capital,801
Sudeste,3,S o Paulo,SP,35,Catanduva,3511102,Não está na capital,802
Sul,4,Santa Catarina,SC,42,Joa aba,4209003,Não está na capital,803
Sul,4,Santa Catarina,SC,42,Itaja ,4208203,Não está na capital,804
Sudeste,3,S o Paulo,SP,35,Jundia ,3525904,Não está na capital,805
Nordeste,2,Cear ,CE,23,Sobral,2312908,Não está na capital,806
Sudeste,3,Minas Gerais,MG,31,S o Jo o del Rei,3162500,Não está na capital,807
Sudeste,3,S o Paulo,SP,35,Andradina,3502101,Não está na capital,808
Sudeste,3,S o Paulo,SP,35,Araraquara,3503208,Não está na capital,809
Sudeste,3,S o Paulo,SP,35,Araras,3503307,Não está na capital,810
Sudeste,3,Minas Gerais,MG,31,Santa Rita do Sapuca ,3159605,Não está na capital,811
Sudeste,3,S o Paulo,SP,35,Batatais,3505906,Não está na capital,812
Sudeste,3,S o Paulo,SP,35,Bauru,3506003,Não está na capital,813
Sudeste,3,S o Paulo,SP,35,Ribeir o Preto,3543402,Não está na capital,814
Sudeste,3,S o Paulo,SP,35,S o Jos  do Rio Preto,3549805,Não está na capital,815
Sudeste,3,S o Paulo,SP,35,S o Jo o da Boa Vista,3549102,Não está na capital,816
Sudeste,3,S o Paulo,SP,35,Monte Apraz vel,3531407,Não está na capital,817
Sudeste,3,S o Paulo,SP,35,Votuporanga,3557105,Não está na capital,818
Sudeste,3,S o Paulo,SP,35,Santo Andr ,3547809,Não está na capital,819
Sudeste,3,S o Paulo,SP,35,Osasco,3534401,Não está na capital,820
Sudeste,3,S o Paulo,SP,35,Ourinhos,3534708,Não está na capital,821
Sudeste,3,Esp rito Santo,ES,32,Vit ria,3205309,Está na capital,822
Sudeste,3,S o Paulo,SP,35,Tup ,3555000,Não está na capital,823
Sudeste,3,S o Paulo,SP,35,Presidente Prudente,3541406,Não está na capital,824
Sudeste,3,S o Paulo,SP,35,S o Jos  dos Campos,3549904,Não está na capital,825
Sudeste,3,Minas Gerais,MG,31,Itajub ,3132404,Não está na capital,826
Sul,4,Rio Grande do Sul,RS,43,Tr s de Maio,4321808,Não está na capital,827
Sul,4,Rio Grande do Sul,RS,43,Bag ,4301602,Não está na capital,828
Sul,4,Paran ,PR,41,Jandaia do Sul,4112108,Não está na capital,829
Sudeste,3,Rio de Janeiro,RJ,33,Nova Igua u,3303500,Não está na capital,830
Nordeste,2,Para ba,PB,25,Jo o Pessoa,2507507,Está na capital,831
Sudeste,3,S o Paulo,SP,35,Limeira,3526902,Não está na capital,832
Sudeste,3,S o Paulo,SP,35,S o Caetano do Sul,3548807,Não está na capital,833
Centro-Oeste,5,Goi s,GO,52,Goi nia,5208707,Está na capital,834
Sudeste,3,S o Paulo,SP,35,Mar lia,3529005,Não está na capital,835
Sul,4,Paran ,PR,41,Rol ndia,4122404,Não está na capital,836
Sudeste,3,Minas Gerais,MG,31,Muria ,3143906,Não está na capital,837
Sul,4,Paran ,PR,41,Umuarama,4128104,Não está na capital,838
Sudeste,3,S o Paulo,SP,35,Ituverava,3524105,Não está na capital,839
Sudeste,3,S o Paulo,SP,35,Itu,3523909,Não está na capital,840
Norte,1,Rond nia,RO,11,Ji-Paran ,1100122,Não está na capital,841
Norte,1,Par ,PA,15,Santar m,1506807,Não está na capital,842
Sudeste,3,Rio de Janeiro,RJ,33,Teres polis,3305802,Não está na capital,843
Sudeste,3,S o Paulo,SP,35,Guarulhos,3518800,Não está na capital,844
Sul,4,Santa Catarina,SC,42,Crici ma,4204608,Não está na capital,845
Sudeste,3,Rio de Janeiro,RJ,33,Valen a,3306107,Não está na capital,846
Sudeste,3,S o Paulo,SP,35,Guaruj ,3518701,Não está na capital,847
Sudeste,3,S o Paulo,SP,35,Guaratinguet ,3518404,Não está na capital,848
Sul,4,Santa Catarina,SC,42,Tubar o,4218707,Não está na capital,849
Sudeste,3,S o Paulo,SP,35,Bragan a Paulista,3507605,Não está na capital,850
Sudeste,3,Rio de Janeiro,RJ,33,Niter i,3303302,Não está na capital,851
Sudeste,3,S o Paulo,SP,35,Jaboticabal,3524303,Não está na capital,852
Sudeste,3,S o Paulo,SP,35,Mogi das Cruzes,3530607,Não está na capital,853
Sul,4,Rio Grande do Sul,RS,43,Iju ,4310207,Não está na capital,854
Sudeste,3,S o Paulo,SP,35,Itapetininga,3522307,Não está na capital,855
Sul,4,Paran ,PR,41,Mandaguari,4114203,Não está na capital,856
Nordeste,2,Maranh o,MA,21,S o Lu s,2111300,Está na capital,857
Nordeste,2,Para ba,PB,25,Campina Grande,2504009,Não está na capital,858
Sudeste,3,Minas Gerais,MG,31,Boa Esperan a,3107109,Não está na capital,859
Sudeste,3,Rio de Janeiro,RJ,33,Serop dica,3305554,Não está na capital,860
Sul,4,Rio Grande do Sul,RS,43,Bento Gon alves,4302105,Não está na capital,861
Sudeste,3,Esp rito Santo,ES,32,Cachoeiro de Itapemirim,3201209,Não está na capital,862
Sul,4,Paran ,PR,41,Cascavel,4104808,Não está na capital,863
Sudeste,3,Minas Gerais,MG,31,Al m Para ba,3101508,Não está na capital,864
Sudeste,3,S o Paulo,SP,35,Capivari,3510401,Não está na capital,865
Sul,4,Rio Grande do Sul,RS,43,Os rio,4313508,Não está na capital,866
Sul,4,Santa Catarina,SC,42,Jaragu  do Sul,4208906,Não está na capital,867
Sul,4,Paran ,PR,41,Uni o da Vit ria,4128203,Não está na capital,868
Sudeste,3,S o Paulo,SP,35,Pindamonhangaba,3538006,Não está na capital,869
Sudeste,3,Rio de Janeiro,RJ,33,S o Gon alo,3304904,Não está na capital,870
Sudeste,3,Esp rito Santo,ES,32,Vila Velha,3205200,Não está na capital,871
Sudeste,3,S o Paulo,SP,35,Taubat ,3554102,Não está na capital,872
Nordeste,2,Pernambuco,PE,26,Bel m do S o Francisco,2601607,Não está na capital,873
Nordeste,2,Bahia,BA,29,Vit ria da Conquista,2933307,Não está na capital,874
Norte,1,Rond nia,RO,11,Porto Velho,1100205,Está na capital,875
Sudeste,3,S o Paulo,SP,35,Botucatu,3507506,Não está na capital,876
Centro-Oeste,5,Mato Grosso,MT,51,C ceres,5102504,Não está na capital,877
Sul,4,Paran ,PR,41,Ponta Grossa,4119905,Não está na capital,878
Sudeste,3,S o Paulo,SP,35,Mogi Gua u,3530706,Não está na capital,879
Sudeste,3,Esp rito Santo,ES,32,Linhares,3203205,Não está na capital,880
Sudeste,3,S o Paulo,SP,35,Lorena,3527207,Não está na capital,881
Centro-Oeste,5,Goi s,GO,52,Anicuns,5201306,Não está na capital,882
Sudeste,3,S o Paulo,SP,35,S o Manuel,3550100,Não está na capital,883
Nordeste,2,Cear ,CE,23,Crato,2304202,Não está na capital,884
Sudeste,3,Minas Gerais,MG,31,Par  de Minas,3147105,Não está na capital,885
Centro-Oeste,5,Goi s,GO,52,Jata ,5211909,Não está na capital,886
Centro-Oeste,5,Mato Grosso,MT,51,Rondon polis,5107602,Não está na capital,887
Centro-Oeste,5,Mato Grosso,MT,51,V rzea Grande,5108402,Não está na capital,888
Norte,1,Rond nia,RO,11,Vilhena,1100304,Não está na capital,889
Sudeste,3,Esp rito Santo,ES,32,Aracruz,3200607,Não está na capital,890
Sul,4,Paran ,PR,41,Assis Chateaubriand,4102000,Não está na capital,891
Centro-Oeste,5,Goi s,GO,52,Goiatuba,5209101,Não está na capital,892
Centro-Oeste,5,Goi s,GO,52,Luzi nia,5212501,Não está na capital,893
Sudeste,3,Minas Gerais,MG,31,S o Louren o,3163706,Não está na capital,894
Norte,1,Amap ,AP,16,Macap ,1600303,Está na capital,895
Sudeste,3,S o Paulo,SP,35,Birigui,3506508,Não está na capital,896
Sudeste,3,S o Paulo,SP,35,Ara atuba,3502804,Não está na capital,897
Sul,4,Paran ,PR,41,Foz do Igua u,4108304,Não está na capital,898
Sudeste,3,S o Paulo,SP,35,Assis,3504008,Não está na capital,899
Sudeste,3,S o Paulo,SP,35,Bebedouro,3506102,Não está na capital,900
Sudeste,3,S o Paulo,SP,35,Hortol ndia,3519071,Não está na capital,901
Sudeste,3,S o Paulo,SP,35,Mogi Mirim,3530805,Não está na capital,902
Centro-Oeste,5,Mato Grosso do Sul,MS,50,Parana ba,5006309,Não está na capital,903
Sudeste,3,S o Paulo,SP,35,Dracena,3514403,Não está na capital,904
Sudeste,3,S o Paulo,SP,35,S o Roque,3550605,Não está na capital,905
Centro-Oeste,5,Mato Grosso do Sul,MS,50,Ponta Por ,5006606,Não está na capital,906
Sudeste,3,Minas Gerais,MG,31,Janu ria,3135209,Não está na capital,907
Sudeste,3,S o Paulo,SP,35,Taquaritinga,3553708,Não está na capital,908
Sudeste,3,Minas Gerais,MG,31,Una ,3170404,Não está na capital,909
Nordeste,2,Pernambuco,PE,26,Timba ba,2615300,Não está na capital,910
Centro-Oeste,5,Mato Grosso do Sul,MS,50,Tr s Lagoas,5008305,Não está na capital,911
Sudeste,3,S o Paulo,SP,35,Leme,3526704,Não está na capital,912
Centro-Oeste,5,Goi s,GO,52,Jussara,5212204,Não está na capital,913
Nordeste,2,Para ba,PB,25,Cabedelo,2503209,Não está na capital,914
Nordeste,2,Para ba,PB,25,Cajazeiras,2503704,Não está na capital,915
Sul,4,Paran ,PR,41,Campo Mour o,4104303,Não está na capital,916
Sudeste,3,S o Paulo,SP,35,Presidente Epit cio,3541307,Não está na capital,917
Sudeste,3,S o Paulo,SP,35,Osvaldo Cruz,3534609,Não está na capital,918
Sul,4,Paran ,PR,41,Guarapuava,4109401,Não está na capital,919
Sudeste,3,Minas Gerais,MG,31,Ita na,3133808,Não está na capital,920
Sudeste,3,S o Paulo,SP,35,Mairipor ,3528502,Não está na capital,921
Centro-Oeste,5,Mato Grosso do Sul,MS,50,Corumb ,5003207,Não está na capital,922
Sudeste,3,Rio de Janeiro,RJ,33,Itabora ,3301900,Não está na capital,923
Sudeste,3,Esp rito Santo,ES,32,Santa Teresa,3204609,Não está na capital,924
Nordeste,2,Bahia,BA,29,Cama ari,2905701,Não está na capital,925
Sudeste,3,Minas Gerais,MG,31,Sabar ,3156700,Não está na capital,926
Sudeste,3,S o Paulo,SP,35,Caraguatatuba,3510500,Não está na capital,927
Sul,4,Paran ,PR,41,Lapa,4113205,Não está na capital,928
Sudeste,3,S o Paulo,SP,35,Paragua u Paulista,3535507,Não está na capital,929
Sudeste,3,S o Paulo,SP,35,Jales,3524808,Não está na capital,930
Sudeste,3,S o Paulo,SP,35,Amparo,3501905,Não está na capital,931
Sudeste,3,S o Paulo,SP,35,Esp rito Santo do Pinhal,3515186,Não está na capital,932
Sul,4,Rio Grande do Sul,RS,43,Santo  ngelo,4317509,Não está na capital,933
Centro-Oeste,5,Goi s,GO,52,Aparecida de Goi nia,5201405,Não está na capital,934
Sudeste,3,Esp rito Santo,ES,32,Cariacica,3201308,Não está na capital,935
Sudeste,3,Esp rito Santo,ES,32,Serra,3205002,Não está na capital,936
Sudeste,3,Esp rito Santo,ES,32,Castelo,3201407,Não está na capital,937
Sudeste,3,S o Paulo,SP,35,Pereira Barreto,3537404,Não está na capital,938
Sul,4,Santa Catarina,SC,42,S o Jos ,4216602,Não está na capital,939
Sudeste,3,S o Paulo,SP,35,Campo Limpo Paulista,3509601,Não está na capital,940
Sudeste,3,S o Paulo,SP,35,It polis,3522703,Não está na capital,941
Sudeste,3,S o Paulo,SP,35,Itapeva,3522406,Não está na capital,942
Sul,4,Paran ,PR,41,Santo Ant nio da Platina,4124103,Não está na capital,943
Sudeste,3,S o Paulo,SP,35,Adamantina,3500105,Não está na capital,944
Sudeste,3,S o Paulo,SP,35,Fernand polis,3515509,Não está na capital,945
Sudeste,3,S o Paulo,SP,35,Mat o,3529302,Não está na capital,946
Sudeste,3,S o Paulo,SP,35,Gar a,3516705,Não está na capital,947
Sudeste,3,S o Paulo,SP,35,Suzano,3552502,Não está na capital,948
Sudeste,3,S o Paulo,SP,35,Avar ,3504503,Não está na capital,949
Sul,4,Paran ,PR,41,Apucarana,4101408,Não está na capital,950
Sul,4,Paran ,PR,41,Pato Branco,4118501,Não está na capital,951
Nordeste,2,Cear ,CE,23,Aracati,2301109,Não está na capital,952
Sudeste,3,S o Paulo,SP,35,Santa F  do Sul,3546603,Não está na capital,953
Sudeste,3,Esp rito Santo,ES,32,Nova Ven cia,3203908,Não está na capital,954
Sudeste,3,Minas Gerais,MG,31,Ub ,3169901,Não está na capital,955
Sudeste,3,S o Paulo,SP,35,Casa Branca,3510807,Não está na capital,956
Centro-Oeste,5,Mato Grosso,MT,51,Guarant  do Norte,5104104,Não está na capital,957
Centro-Oeste,5,Goi s,GO,52,Caldas Novas,5204508,Não está na capital,958
Sul,4,Paran ,PR,41,S o Jos  dos Pinhais,4125506,Não está na capital,959
Centro-Oeste,5,Goi s,GO,52,Valpara so de Goi s,5221858,Não está na capital,960
Norte,1,Rond nia,RO,11,Pimenta Bueno,1100189,Não está na capital,961
Centro-Oeste,5,Goi s,GO,52,Piracanjuba,5217104,Não está na capital,962
Sul,4,Paran ,PR,41,Campo Largo,4104204,Não está na capital,963
Centro-Oeste,5,Goi s,GO,52,Itumbiara,5211503,Não está na capital,964
Sudeste,3,S o Paulo,SP,35,Bertioga,3506359,Não está na capital,965
Sudeste,3,S o Paulo,SP,35,Itapira,3522604,Não está na capital,966
Centro-Oeste,5,Goi s,GO,52,Trindade,5221403,Não está na capital,967
Sul,4,Paran ,PR,41,Ibaiti,4109708,Não está na capital,968
Sudeste,3,Minas Gerais,MG,31,Patroc nio,3148103,Não está na capital,969
Sudeste,3,S o Paulo,SP,35,Sert ozinho,3551702,Não está na capital,970
Sudeste,3,S o Paulo,SP,35,Jaguari na,3524709,Não está na capital,971
Sudeste,3,S o Paulo,SP,35,Santa Cruz do Rio Pardo,3546405,Não está na capital,972
Sudeste,3,S o Paulo,SP,35,Tabo o da Serra,3552809,Não está na capital,973
Sul,4,Paran ,PR,41,S o Miguel do Igua u,4125704,Não está na capital,974
Sudeste,3,Esp rito Santo,ES,32,S o Mateus,3204906,Não está na capital,975
Sul,4,Paran ,PR,41,Francisco Beltr o,4108403,Não está na capital,976
Sul,4,Paran ,PR,41,Pinhais,4119152,Não está na capital,977
Sul,4,Paran ,PR,41,Tel maco Borba,4127106,Não está na capital,978
Norte,1,Rond nia,RO,11,Ariquemes,1100023,Não está na capital,979
Sudeste,3,S o Paulo,SP,35,Boituva,3507001,Não está na capital,980
Nordeste,2,Maranh o,MA,21,Pedreiras,2108207,Não está na capital,981
Nordeste,2,Cear ,CE,23,Juazeiro do Norte,2307304,Não está na capital,982
Nordeste,2,Piau ,PI,22,Parna ba,2207702,Não está na capital,983
Sudeste,3,S o Paulo,SP,35,Registro,3542602,Não está na capital,984
Sudeste,3,Minas Gerais,MG,31,Jo o Monlevade,3136207,Não está na capital,985
Sudeste,3,Esp rito Santo,ES,32,Colatina,3201506,Não está na capital,986
Sudeste,3,S o Paulo,SP,35,Ilha Solteira,3520442,Não está na capital,987
Sul,4,Paran ,PR,41,Medianeira,4115804,Não está na capital,988
Sudeste,3,Minas Gerais,MG,31,Arax ,3104007,Não está na capital,989
Sudeste,3,S o Paulo,SP,35,Indaiatuba,3520509,Não está na capital,990
Centro-Oeste,5,Mato Grosso,MT,51,Tangar  da Serra,5107958,Não está na capital,991
Centro-Oeste,5,Mato Grosso do Sul,MS,50,Cassil ndia,5002902,Não está na capital,992
Nordeste,2,Piau ,PI,22,Corrente,2202901,Não está na capital,993
Sul,4,Paran ,PR,41,Arapoti,4101606,Não está na capital,994
Sul,4,Paran ,PR,41,Toledo,4127700,Não está na capital,995
Sul,4,Paran ,PR,41,Ivatuba,4111605,Não está na capital,996
Sul,4,Paran ,PR,41,Paranagu ,4118204,Não está na capital,997
Sudeste,3,S o Paulo,SP,35,Ol mpia,3533908,Não está na capital,998
Sudeste,3,S o Paulo,SP,35,Novo Horizonte,3533502,Não está na capital,999
Sudeste,3,S o Paulo,SP,35,Nova Odessa,3533403,Não está na capital,1000
Nordeste,2,Bahia,BA,29,Jequi ,2918001,Não está na capital,1001
Sudeste,3,Esp rito Santo,ES,32,Gua u ,3202306,Não está na capital,1002
Sul,4,Paran ,PR,41,Dois Vizinhos,4107207,Não está na capital,1003
Nordeste,2,Pernambuco,PE,26,Jaboat o dos Guararapes,2607901,Não está na capital,1004
Sul,4,Paran ,PR,41,Campina Grande do Sul,4104006,Não está na capital,1005
Sudeste,3,Rio de Janeiro,RJ,33,Maca ,3302403,Não está na capital,1006
Sudeste,3,S o Paulo,SP,35,S o Vicente,3551009,Não está na capital,1007
Sudeste,3,S o Paulo,SP,35,Itanha m,3522109,Não está na capital,1008
Centro-Oeste,5,Goi s,GO,52,Cristalina,5206206,Não está na capital,1009
Nordeste,2,Pernambuco,PE,26,Vit ria de Santo Ant o,2616407,Não está na capital,1010
Norte,1,Rond nia,RO,11,Jaru,1100114,Não está na capital,1011
Centro-Oeste,5,Goi s,GO,52,Rio Verde,5218805,Não está na capital,1012
Nordeste,2,Maranh o,MA,21,Imperatriz,2105302,Não está na capital,1013
Sudeste,3,S o Paulo,SP,35,Socorro,3552106,Não está na capital,1014
Sudeste,3,S o Paulo,SP,35,Pederneiras,3536703,Não está na capital,1015
Sul,4,Paran ,PR,41,Marechal C ndido Rondon,4114609,Não está na capital,1016
Sudeste,3,S o Paulo,SP,35,Ipaussu,3520905,Não está na capital,1017
